Image,Weed Pixels,Total Pixels,Weed %,Healthy %
DJI_DateTime_2024_06_04_11_13_0174_lat_10.3002075_lon_105.2717665_alt_20.252m.png,171692,1228800,13.97,86.03
DJI_DateTime_2024_06_04_11_13_0175_lat_10.3001877_lon_105.2718126_alt_20.201m.png,138123,1228800,11.24,88.76
DJI_DateTime_2024_06_04_11_13_0176_lat_10.3001680_lon_105.2718577_alt_20.205m.png,146915,1228800,11.96,88.04
DJI_DateTime_2024_06_04_11_13_0177_lat_10.3001481_lon_105.2719034_alt_20.207m.png,123386,1228800,10.04,89.96
DJI_DateTime_2024_06_04_11_13_0180_lat_10.3001032_lon_105.2718452_alt_20.105m.png,56579,1228800,4.6,95.4
DJI_DateTime_2024_06_04_11_13_0181_lat_10.3001226_lon_105.2717996_alt_20.162m.png,75756,1228800,6.17,93.83
DJI_DateTime_2024_06_04_11_13_0182_lat_10.3001427_lon_105.2717547_alt_20.221m.png,87706,1228800,7.14,92.86
DJI_DateTime_2024_06_04_11_13_0183_lat_10.3001629_lon_105.2717094_alt_20.143m.png,50644,1228800,4.12,95.88
DJI_DateTime_2024_06_04_11_13_0184_lat_10.3001823_lon_105.2716651_alt_20.178m.png,44241,1228800,3.6,96.4
DJI_DateTime_2024_06_04_11_13_0185_lat_10.3002030_lon_105.2716197_alt_20.178m.png,55333,1228800,4.5,95.5
DJI_DateTime_2024_06_04_11_13_0186_lat_10.3002229_lon_105.2715749_alt_20.200m.png,86581,1228800,7.05,92.95
DJI_DateTime_2024_06_04_11_14_0187_lat_10.3002434_lon_105.2715297_alt_20.192m.png,103700,1228800,8.44,91.56
DJI_DateTime_2024_06_04_11_14_0188_lat_10.3002636_lon_105.2714844_alt_20.210m.png,101813,1228800,8.29,91.71
DJI_DateTime_2024_06_04_11_14_0189_lat_10.3002840_lon_105.2714384_alt_20.212m.png,93936,1228800,7.64,92.36
